"Table 5: Local Authority: Gross domestic product (GDP) at current market prices, pounds million",,,,,,,,,,,,,,,,,,,,,,,,,,,,
South East ,E07000115,Tonbridge and Malling,"2,334","2,502","2,633","2,679","2,779","2,890","3,008","3,199","3,365","3,548","3,701","3,592","3,770","3,830","3,907","4,077","4,108","4,164","4,365","4,626","4,969","5,484","5,393","5,660","5,882","6,004"
South East ,E07000116,Tunbridge Wells,"1,997","2,050","2,034","2,124","2,168","2,253","2,395","2,613","2,677","2,736","2,906","2,892","3,014","3,191","3,188","3,217","3,281","3,617","3,898","3,993","3,882","3,933","3,719","3,908","4,232","4,513"
South West ,E06000052,Cornwall,"5,578","5,782","6,114","6,426","6,930","7,509","7,809","8,306","8,864","9,086","9,518","9,007","9,229","9,591","9,963","10,354","10,701","10,911","11,498","12,406","12,928","13,450","12,445","14,345","15,654","16,541"
South West ,E06000053,Isles of Scilly,35,37,40,40,43,48,49,51,58,55,57,56,56,62,63,65,62,68,71,78,80,77,64,71,82,74
South West ,E06000026,Plymouth,"3,123","3,296","3,350","3,530","3,677","3,900","4,276","4,417","4,690","4,773","4,978","4,863","5,078","5,286","5,463","5,620","5,790","5,980","6,180","6,357","6,563","6,694","6,206","7,131","7,662","8,182"
South West ,E06000027,Torbay,"1,323","1,406","1,439","1,499","1,557","1,635","1,813","1,889","1,983","2,023","2,064","1,971","2,056","2,084","2,111","2,193","2,231","2,234","2,267","2,289","2,262","2,349","2,218","2,606","2,798","2,996"
South West ,E07000040,East Devon,"1,593","1,678","1,718","1,758","1,836","1,927","2,104","2,209","2,301","2,324","2,393","2,337","2,438","2,562","2,687","2,667","2,846","2,872","2,886","3,052","3,151","3,382","3,193","3,690","4,091","4,405"
South West ,E07000041,Exeter,"2,494","2,618","2,709","2,868","3,045","3,282","3,600","3,760","3,986","4,137","4,279","4,272","4,399","4,375","4,530","4,925","4,857","5,153","5,388","5,794","5,824","6,065","5,688","6,539","6,761","7,336"
South West ,E07000042,Mid Devon,821,847,870,896,936,954,"1,015","1,047","1,096","1,107","1,146","1,105","1,172","1,213","1,227","1,286","1,369","1,428","1,447","1,533","1,625","1,650","1,505","1,746","1,994","2,093"
South West ,E07000043,North Devon,"1,171","1,276","1,316","1,357","1,435","1,519","1,615","1,685","1,810","1,847","1,902","1,858","1,977","2,036","2,080","2,127","2,188","2,323","2,407","2,467","2,541","2,611","2,374","2,798","3,174","3,299"
South West ,E07000044,South Hams,"1,216","1,268","1,307","1,372","1,436","1,533","1,638","1,706","1,789","1,808","1,858","1,765","1,867","1,965","1,965","2,002","2,132","2,170","2,192","2,234","2,330","2,339","2,183","2,580","2,797","2,985"
South West ,E07000045,Teignbridge,"1,295","1,353","1,406","1,447","1,529","1,614","1,723","1,785","1,875","1,884","1,928","1,835","1,964","2,030","2,123","2,213","2,423","2,512","2,623","2,778","2,772","2,844","2,537","3,053","3,369","3,542"
South West ,E07000046,Torridge,613,634,649,671,714,746,801,829,872,871,913,878,923,964,"1,003","1,022","1,088","1,062","1,079","1,141","1,150","1,167","1,078","1,249","1,454","1,542"
South West ,E07000047,West Devon,531,551,562,583,622,647,693,726,764,771,792,753,792,814,804,842,885,900,925,955,962,948,895,"1,042","1,110","1,195"
South West ,E06000023,"Bristol, City of","6,911","7,238","7,644","8,243","8,594","9,001","9,574","9,878","10,351","11,172","11,686","11,875","12,494","12,586","13,143","13,399","14,074","14,717","15,675","16,769","16,670","17,534","16,769","19,190","20,651","22,772"
South West ,E06000022,Bath and North East Somerset,"2,523","2,641","2,804","2,946","3,110","3,250","3,376","3,496","3,639","3,795","3,940","3,829","4,050","4,120","4,204","4,178","4,377","4,453","4,589","4,697","4,833","5,141","4,818","5,389","5,775","6,335"
South West ,E06000025,South Gloucestershire,"5,227","5,542","5,897","6,363","6,694","7,103","7,497","7,794","8,166","8,515","8,954","8,818","9,137","9,472","10,054","10,272","11,160","11,204","11,811","12,085","12,658","13,192","12,999","14,471","16,164","18,002"
South West ,E06000024,North Somerset,"2,518","2,632","2,743","2,874","2,998","3,141","3,303","3,404","3,505","3,660","3,773","3,609","3,777","3,866","4,006","4,206","4,453","4,585","4,846","4,905","5,080","5,293","5,041","5,671","6,018","6,580"
South West ,E06000066,Somerset,"6,918","7,328","7,706","7,824","8,135","8,507","8,986","9,530","10,004","10,185","10,603","10,306","10,590","10,913","11,126","11,278","12,027","12,232","12,462","13,376","13,928","14,331","13,858","14,723","16,064","17,717"
South West ,E06000058,"Bournemouth, Christchurch and Poole","5,395","5,715","5,992","6,195","6,357","6,783","7,147","7,609","7,987","8,317","8,707","8,555","8,711","8,912","9,047","9,572","9,915","10,116","10,705","11,578","11,609","12,143","11,599","12,673","13,798","14,969"
South West ,E06000059,Dorset,"4,689","5,018","5,352","5,358","5,514","5,695","5,928","6,282","6,528","6,684","7,121","6,783","7,066","7,185","7,394","7,593","7,953","7,984","8,156","8,568","9,176","9,501","9,028","9,921","10,962","11,380"
South West ,E06000030,Swindon,"4,266","4,441","4,610","5,039","5,310","5,721","5,999","6,375","6,845","7,542","8,012","7,952","8,102","8,024","8,103","8,381","9,115","9,476","9,641","9,886","10,638","11,021","10,075","10,781","12,878","13,650"
South West ,E06000054,Wiltshire,"6,510","6,883","7,212","7,741","8,044","8,386","8,788","9,068","9,343","9,835","10,223","9,989","10,581","10,924","11,346","11,676","12,365","12,358","12,735","13,119","13,566","14,055","13,393","14,931","16,111","17,265"
South West ,E07000078,Cheltenham,"1,772","1,861","1,987","2,135","2,216","2,313","2,445","2,517","2,590","2,706","2,848","2,815","3,052","3,051","2,996","3,064","3,298","3,357","3,489","3,636","3,757","3,960","3,854","4,281","4,491","4,948"
South West ,E07000079,Cotswold,"1,867","1,998","2,058","2,164","2,193","2,302","2,468","2,743","2,780","2,924","2,913","3,013","3,161","3,026","2,969","3,157","3,309","3,171","3,488","3,777","4,076","4,258","3,824","4,159","4,487","4,885"
South West ,E07000080,Forest of Dean,"1,250","1,264","1,319","1,397","1,386","1,440","1,408","1,456","1,531","1,630","1,689","1,583","1,666","1,761","1,898","1,840","1,962","1,928","1,741","1,862","2,030","2,487","2,506","2,526","2,483","2,315"
South West ,E07000081,Gloucester,"1,782","1,856","1,937","2,066","2,203","2,323","2,444","2,522","2,642","2,784","2,867","2,859","3,009","3,007","3,190","3,230","3,418","3,525","3,524","3,666","3,584","3,698","3,627","3,889","3,986","4,424"
South West ,E07000082,Stroud,"1,622","1,696","1,747","1,810","1,823","1,883","1,954","2,013","2,016","2,120","2,174","2,070","2,295","2,373","2,473","2,582","2,645","2,672","2,913","3,065","3,171","3,302","2,997","3,361","3,626","3,699"
South West ,E07000083,Tewkesbury,"1,653","1,695","1,761","1,854","1,943","2,030","2,125","2,172","2,227","2,313","2,368","2,325","2,446","2,553","2,665","2,906","3,010","3,206","3,090","3,494","3,404","3,581","3,273","3,808","4,196","4,510"
Wales,W06000001,Isle of Anglesey,671,685,714,740,767,839,943,970,"1,001","1,013","1,022",945,955,"1,018","1,044","1,062","1,078","1,139","1,209","1,246","1,296","1,357","1,200","1,350","1,599","1,682"
Wales,W06000002,Gwynedd,"1,506","1,508","1,562","1,613","1,740","1,879","1,973","2,115","2,260","2,313","2,343","2,255","2,259","2,361","2,421","2,541","2,547","2,603","2,614","2,765","2,816","2,903","2,591","2,856","3,069","3,312"
Wales,W06000003,Conwy,"1,073","1,099","1,141","1,187","1,255","1,335","1,404","1,470","1,538","1,563","1,568","1,495","1,573","1,654","1,693","1,813","1,888","1,956","2,034","2,202","2,226","2,291","2,112","2,195","2,351","2,624"
Wales,W06000004,Denbighshire,"1,060","1,077","1,128","1,184","1,276","1,352","1,440","1,504","1,572","1,606","1,636","1,570","1,631","1,702","1,699","1,805","1,870","1,896","1,990","2,091","2,158","2,218","2,153","2,327","2,561","2,736"
Wales,W06000005,Flintshire,"2,296","2,327","2,443","2,487","2,519","2,647","2,755","2,862","3,069","3,116","3,289","3,197","3,384","3,764","3,988","4,122","4,135","4,307","4,560","4,677","4,911","5,036","4,759","5,052","5,590","6,241"
Wales,W06000006,Wrexham,"1,923","1,928","2,038","2,103","2,143","2,277","2,416","2,530","2,665","2,780","2,750","2,752","2,895","3,020","3,115","3,256","3,198","3,286","3,310","3,393","3,600","3,777","3,665","4,066","4,380","4,882"
Wales,W06000008,Ceredigion,826,839,880,928,991,"1,053","1,111","1,152","1,220","1,248","1,266","1,245","1,288","1,365","1,350","1,401","1,376","1,430","1,475","1,518","1,588","1,601","1,520","1,602","1,815","1,971"
Wales,W06000023,Powys,"1,403","1,444","1,537","1,603","1,671","1,811","1,889","1,937","2,006","2,078","2,023","1,986","2,060","2,151","2,247","2,315","2,387","2,500","2,564","2,597","2,666","2,701","2,578","2,713","2,942","3,216"
Wales,W06000009,Pembrokeshire,"1,356","1,318","1,336","1,453","1,472","1,610","1,935","1,899","1,853","2,066","2,064","1,873","1,961","1,972","2,067","2,281","2,285","2,737","2,746","2,905","2,818","3,092","2,619","2,826","3,452","3,444"
Wales,W06000010,Carmarthenshire,"1,931","1,953","2,029","2,107","2,211","2,338","2,454","2,597","2,739","2,824","2,864","2,702","2,798","2,926","3,082","3,245","3,361","3,475","3,623","3,665","3,823","4,044","3,817","4,045","4,639","4,983"
Wales,W06000011,Swansea,"2,923","2,987","3,105","3,283","3,427","3,653","3,961","4,205","4,394","4,574","4,722","4,712","4,741","4,916","5,006","5,146","5,557","5,483","5,748","5,999","6,323","6,517","6,056","6,284","6,766","7,302"
Wales,W06000012,Neath Port Talbot,"1,580","1,613","1,675","1,616","1,625","1,669","1,714","1,800","1,977","2,046","2,101","2,011","2,213","2,251","2,301","2,420","2,487","2,579","2,701","2,777","2,848","3,034","2,789","3,067","3,141","3,364"
Wales,W06000013,Bridgend,"1,819","1,850","1,937","1,974","2,085","2,238","2,344","2,453","2,586","2,665","2,724","2,569","2,728","2,845","2,869","3,021","3,201","3,203","3,245","3,451","3,617","3,905","3,629","3,810","4,045","4,231"
Wales,W06000016,Rhondda Cynon Taf,"2,401","2,453","2,509","2,546","2,709","2,831","2,950","3,108","3,323","3,411","3,530","3,634","3,900","4,067","4,188","4,390","4,584","4,522","4,765","4,860","4,949","5,094","4,799","5,009","5,598","5,925"
Wales,W06000024,Merthyr Tydfil,627,645,687,709,740,793,871,939,969,998,"1,012",996,"1,008","1,063","1,063","1,074","1,082","1,110","1,143","1,198","1,246","1,258","1,195","1,236","1,279","1,438"
Wales,W06000014,Vale of Glamorgan,"1,296","1,348","1,413","1,489","1,574","1,683","1,683","1,758","1,859","1,880","1,864","1,861","1,879","1,944","2,071","2,196","2,224","2,354","2,407","2,395","2,405","2,494","2,215","2,346","2,627","2,820"
Wales,W06000015,Cardiff,"5,646","6,071","6,366","6,597","6,967","7,453","7,899","8,365","8,843","9,541","9,476","9,601","9,702","10,116","10,587","10,826","11,202","11,437","12,152","12,647","12,958","13,630","13,395","14,237","15,407","16,749"
Wales,W06000018,Caerphilly,"1,743","1,765","1,841","1,876","1,928","2,016","2,113","2,199","2,305","2,351","2,384","2,349","2,443","2,613","2,661","2,780","2,868","3,020","3,205","3,318","3,426","3,581","3,402","3,643","3,678","3,850"
Wales,W06000019,Blaenau Gwent,628,632,662,671,690,708,745,783,814,830,829,792,836,888,925,936,935,973,975,"1,046","1,105","1,118","1,052","1,159","1,268","1,439"
Wales,W06000020,Torfaen,"1,038","1,051","1,116","1,132","1,188","1,285","1,354","1,422","1,506","1,508","1,506","1,440","1,512","1,599","1,585","1,673","1,716","1,689","1,676","1,760","1,883","2,022","1,871","1,943","2,145","2,316"
Wales,W06000021,Monmouthshire,"1,103","1,176","1,277","1,325","1,387","1,473","1,559","1,631","1,720","1,777","1,802","1,729","1,772","1,851","1,925","1,962","2,057","2,165","2,145","2,183","2,302","2,387","2,338","2,387","2,607","2,867"
Wales,W06000022,Newport,"2,235","2,321","2,457","2,513","2,571","2,784","2,954","3,058","3,217","3,360","3,245","3,188","3,341","3,480","3,563","3,540","3,544","3,674","4,036","4,205","4,574","4,700","4,389","4,591","5,037","5,377"
Scotland,S12000005,Clackmannanshire,504,527,544,549,576,618,655,697,752,811,833,805,808,845,849,856,951,997,"1,038","1,073","1,187","1,247","1,163","1,297","1,464","1,398"
Scotland,S12000047,Fife,"4,378","4,464","4,630","4,785","4,996","5,253","5,494","5,745","6,236","6,469","6,707","6,457","6,609","6,766","7,005","7,312","7,643","7,795","8,046","8,320","8,249","8,607","8,367","9,023","9,760","10,250"
Scotland,S12000030,Stirling,"1,437","1,500","1,596","1,712","1,784","1,930","2,018","2,151","2,235","2,398","2,379","2,394","2,365","2,421","2,487","2,585","2,592","2,593","2,608","2,769","2,733","2,941","2,743","3,063","3,239","3,509"
Scotland,S12000048,Perth and Kinross,"2,366","2,286","2,270","2,328","2,506","2,656","2,802","2,947","3,319","3,430","3,474","3,605","3,540","3,649","3,941","4,200","4,398","4,594","4,610","4,779","4,806","4,962","4,401","4,523","4,996","5,440"
Scotland,S12000041,Angus,"1,236","1,267","1,315","1,345","1,389","1,462","1,502","1,581","1,752","1,832","1,870","1,794","1,838","1,892","1,922","2,030","2,172","2,114","2,229","2,271","2,355","2,519","2,277","2,556","2,848","2,976"
Scotland,S12000042,Dundee City,"2,083","2,107","2,263","2,359","2,461","2,626","2,768","2,869","2,973","3,096","3,154","3,115","3,193","3,320","3,400","3,497","3,609","3,677","3,692","3,806","3,911","4,105","3,897","4,194","4,457","4,905"
Scotland,S12000010,East Lothian,901,920,953,989,"1,056","1,126","1,183","1,229","1,349","1,406","1,423","1,376","1,419","1,483","1,529","1,655","1,756","1,795","1,880","1,993","2,094","2,190","2,036","2,237","2,519","2,793"
Scotland,S12000019,Midlothian,788,823,881,913,948,997,"1,060","1,093","1,116","1,161","1,208","1,166","1,207","1,276","1,324","1,430","1,520","1,614","1,660","1,741","1,844","1,931","1,848","2,046","2,254","2,392"
Scotland,S12000014,Falkirk,"2,330","2,322","2,401","2,497","2,587","2,793","2,961","3,162","3,363","3,437","3,668","3,575","3,656","3,659","3,654","3,773","3,918","4,071","4,086","4,223","4,382","4,587","4,339","4,686","4,945","5,120"
Scotland,S12000036,City of Edinburgh,"10,433","10,603","11,427","12,317","13,194","14,264","15,557","16,442","17,311","18,251","18,196","18,938","19,029","19,186","20,023","20,835","21,618","22,104","24,038","25,608","26,436","27,676","25,982","28,944","32,892","36,528"
Scotland,S12000040,West Lothian,"2,565","2,653","2,711","2,809","2,963","3,141","3,344","3,478","3,711","3,892","4,020","3,841","3,994","4,211","4,286","4,219","4,425","4,699","4,802","5,024","5,289","5,449","5,291","5,842","6,516","7,003"
Scotland,S12000021,North Ayrshire,"1,482","1,554","1,613","1,650","1,654","1,755","1,806","1,932","2,070","2,115","2,189","2,112","2,164","2,200","2,292","2,420","2,497","2,494","2,555","2,619","2,652","2,782","2,718","2,914","3,171","3,488"
Scotland,S12000013,Na h-Eileanan Siar,288,309,318,344,348,382,414,442,456,469,496,487,514,542,546,545,561,553,555,577,600,654,629,664,672,734
Scotland,S12000023,Orkney Islands,295,314,333,352,355,388,427,466,475,493,522,522,540,584,604,585,597,617,606,616,579,629,581,626,712,769
Scotland,S12000027,Shetland Islands,415,429,428,449,458,480,525,557,586,597,641,686,692,756,767,802,854,808,780,835,828,892,815,839,871,939
Scotland,S12000035,Argyll and Bute,"1,148","1,213","1,258","1,338","1,366","1,479","1,592","1,734","1,792","1,847","1,934","1,912","1,917","2,029","2,058","2,078","2,128","2,109","2,153","2,298","2,313","2,448","2,268","2,443","2,664","2,903"
Scotland,S12000017,Highland,"2,990","3,153","3,280","3,421","3,494","3,834","4,135","4,406","4,595","4,755","4,954","4,820","5,117","5,441","5,626","5,913","6,124","6,202","6,343","6,790","6,947","7,251","6,673","7,052","7,867","8,455"
Scotland,S12000020,Moray,"1,182","1,221","1,258","1,289","1,335","1,444","1,533","1,622","1,715","1,826","2,016","2,005","2,020","2,126","2,112","2,186","2,219","2,264","2,241","2,450","2,513","2,606","2,507","2,675","2,937","3,198"
Scotland,S12000039,West Dunbartonshire,992,"1,020","1,071","1,150","1,194","1,254","1,353","1,440","1,532","1,550","1,630","1,583","1,606","1,675","1,643","1,657","1,767","1,800","1,945","2,036","2,141","2,227","2,042","2,239","2,445","2,830"
Scotland,S12000045,East Dunbartonshire,911,942,967,"1,010","1,037","1,097","1,142","1,211","1,263","1,265","1,290","1,232","1,232","1,296","1,343","1,405","1,519","1,569","1,600","1,720","1,769","1,813","1,628","1,826","2,014","2,109"
Scotland,S12000049,Glasgow City,"11,620","12,030","12,479","13,250","13,492","14,233","15,469","16,668","17,584","18,210","18,798","18,648","18,379","19,065","19,415","20,368","21,003","21,211","21,651","22,854","23,336","24,575","23,661","26,080","29,074","31,757"
Scotland,S12000011,East Renfrewshire,701,728,765,794,824,867,910,921,956,965,"1,019",964,983,"1,023","1,080","1,159","1,236","1,276","1,313","1,390","1,408","1,413","1,364","1,510","1,636","1,784"
Scotland,S12000038,Renfrewshire,"2,618","2,659","2,803","2,932","3,025","3,127","3,296","3,443","3,628","3,594","3,788","3,623","3,649","3,835","3,908","4,107","4,484","4,617","4,577","4,871","5,046","5,220","4,949","5,531","5,617","5,934"
Scotland,S12000018,Inverclyde,930,916,970,"1,042","1,096","1,150","1,241","1,285","1,311","1,319","1,385","1,352","1,340","1,412","1,456","1,422","1,516","1,525","1,539","1,533","1,458","1,426","1,259","1,386","1,409","1,531"
Scotland,S12000050,North Lanarkshire,"4,330","4,377","4,526","4,803","4,997","5,292","5,595","5,921","6,250","6,360","6,725","6,501","6,561","6,773","6,942","7,240","7,997","8,087","8,323","8,907","9,142","9,538","9,122","9,857","10,549","11,687"
Scotland,S12000033,Aberdeen City,"5,427","5,462","5,576","6,016","6,272","6,385","6,740","7,114","8,091","9,068","10,061","9,834","10,275","10,598","11,385","12,126","12,359","11,843","10,744","10,442","10,778","11,163","9,928","10,118","11,141","11,976"
Scotland,S12000034,Aberdeenshire,"3,564","3,571","3,691","3,950","4,124","4,172","4,409","4,708","5,281","5,832","6,280","6,101","6,252","6,607","6,738","7,347","8,050","8,010","7,719","7,978","7,800","7,694","6,948","7,239","7,798","8,224"
Scotland,S12000026,Scottish Borders,"1,460","1,460","1,507","1,575","1,640","1,703","1,743","1,846","1,967","2,005","2,077","2,019","2,076","2,161","2,204","2,307","2,478","2,532","2,547","2,671","2,788","2,870","2,708","2,925","3,054","3,206"
Scotland,S12000006,Dumfries and Galloway,"2,090","2,172","2,302","2,449","2,504","2,655","2,742","2,885","3,039","3,080","3,247","3,150","3,136","3,286","3,366","3,532","3,695","3,697","3,768","3,973","3,959","4,163","3,904","4,126","4,338","4,665"
Scotland,S12000008,East Ayrshire,"1,242","1,290","1,343","1,429","1,468","1,522","1,596","1,730","1,847","1,908","1,991","1,940","1,957","2,003","2,035","2,054","2,113","2,162","2,194","2,349","2,317","2,356","2,241","2,423","2,555","2,779"
Scotland,S12000028,South Ayrshire,"1,544","1,582","1,693","1,764","1,837","1,900","2,015","2,123","2,245","2,239","2,334","2,296","2,366","2,434","2,438","2,456","2,581","2,632","2,665","2,790","2,862","2,917","2,587","2,760","3,069","3,361"
Scotland,S12000029,South Lanarkshire,"3,968","4,047","4,139","4,353","4,543","4,831","5,092","5,446","5,901","6,024","6,336","6,218","6,258","6,423","6,628","6,944","7,225","7,295","7,466","7,910","7,900","8,143","7,612","8,044","8,764","9,543"
Northern Ireland,N09000003,Belfast,"6,120","6,509","7,007","7,391","7,691","8,433","8,951","9,464","9,986","10,469","10,635","10,592","10,372","10,758","11,013","11,643","11,792","12,238","13,076","13,911","14,302","14,855","14,074","16,124","17,673","19,651"
Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon","1,920","2,023","2,162","2,320","2,386","2,543","2,668","2,841","3,029","3,226","3,238","3,114","3,198","3,329","3,417","3,622","3,794","3,939","4,220","4,384","4,612","4,852","4,570","5,072","5,478","6,119"
Northern Ireland,N09000010,"Newry, Mourne and Down","1,547","1,649","1,776","1,875","1,935","2,076","2,181","2,324","2,472","2,561","2,624","2,499","2,529","2,688","2,796","2,936","3,108","3,187","3,380","3,508","3,632","3,862","3,661","3,990","4,342","4,727"
Northern Ireland,N09000011,Ards and North Down,"1,274","1,346","1,434","1,511","1,569","1,676","1,726","1,851","1,974","2,050","2,074","1,964","1,975","2,078","2,139","2,102","2,190","2,216","2,407","2,541","2,621","2,706","2,590","2,805","2,998","3,216"
Northern Ireland,N09000005,Derry City and Strabane,"1,507","1,588","1,656","1,722","1,774","1,980","2,031","2,213","2,377","2,399","2,479","2,451","2,455","2,544","2,644","2,689","2,742","2,793","2,975","3,149","3,209","3,442","3,403","3,663","4,020","4,255"
Northern Ireland,N09000009,Mid Ulster,"1,733","1,848","2,018","2,091","2,140","2,358","2,447","2,623","2,780","2,921","2,829","2,560","2,710","2,791","2,851","3,047","3,207","3,335","3,502","3,644","3,915","4,213","3,863","4,322","4,834","5,215"
Northern Ireland,N09000004,Causeway Coast and Glens,"1,330","1,415","1,555","1,586","1,637","1,772","1,836","1,950","2,087","2,152","2,154","2,069","2,123","2,243","2,303","2,326","2,364","2,377","2,537","2,652","2,634","2,729","2,533","2,844","3,087","3,329"
Northern Ireland,N09000001,Antrim and Newtownabbey,"1,835","1,943","2,082","2,193","2,256","2,369","2,468","2,578","2,742","2,904","2,867","2,740","2,812","2,937","3,006","3,017","3,205","3,306","3,433","3,637","3,707","3,918","3,850","4,121","4,334","4,838"
Northern Ireland,N09000007,Lisburn and Castlereagh,"1,646","1,741","1,872","1,985","2,038","2,181","2,248","2,392","2,537","2,645","2,647","2,587","2,619","2,718","2,833","2,913","3,015","3,150","3,311","3,414","3,616","3,841","3,610","4,008","4,388","4,850"
Northern Ireland,N09000008,Mid and East Antrim,"2,126","2,228","2,431","2,361","2,431","2,483","2,636","2,642","2,768","2,821","2,943","3,110","3,081","2,958","3,327","3,319","3,273","3,597","3,532","3,229","2,809","2,947","2,811","3,056","3,316","3,680"
Northern Ireland,N09000006,Fermanagh and Omagh,"1,245","1,314","1,394","1,464","1,518","1,634","1,717","1,862","1,976","2,023","2,033","1,955","1,963","2,013","2,129","2,049","2,183","2,209","2,350","2,489","2,590","2,712","2,622","2,866","3,089","3,386"